dt,AverageTemperature
1885-09-01,-0.16600000000001103
1885-10-01,-1.6660000000000004
1885-11-01,-3.814
1885-12-01,-3.4709999999999965
1886-01-01,-0.3990000000000009
1886-02-01,1.939
1886-04-01,3.823999999999998
1886-05-01,2.0279999999999987
1886-06-01,-1.046999999999997
1886-07-01,-1.988000000000003
1886-08-01,-0.3739999999999988
1886-09-01,0.10699999999999932
1886-10-01,-1.5679999999999978
1886-11-01,-3.8420000000000023
1886-12-01,-3.483999999999998
1887-01-01,-0.8580000000000005
1887-02-01,2.2390000000000008
1887-04-01,3.6640000000000015
1887-05-01,2.6140000000000008
1887-06-01,-1.9750000000000014
1887-07-01,-2.0889999999999986
1887-08-01,-0.6010000000000026
1887-09-01,-0.06599999999999895
1887-10-01,-1.9519999999999982
1887-11-01,-3.401
1887-12-01,-3.173000000000002
1888-01-01,-1.0890000000000004
1888-02-01,3.1959999999999997
1888-04-01,3.3729999999999976
1888-05-01,1.5
1888-06-01,-0.1980000000000004
1888-07-01,-2.7650000000000006
1888-08-01,-0.7419999999999973
1888-09-01,0.18999999999999773
1888-10-01,-1.9429999999999978
1888-11-01,-3.586000000000002
1888-12-01,-3.7559999999999967
1889-01-01,1.0299999999999976
1889-02-01,1.7050000000000018
1889-04-01,3.4069999999999965
1889-05-01,1.8949999999999996
1889-06-01,-1.2979999999999983
1889-07-01,-1.904999999999994
1889-08-01,-0.7970000000000077
1889-09-01,0.02400000000000091
1889-10-01,-2.6209999999999987
1889-11-01,-3.594000000000001
1889-12-01,-2.6759999999999984
1890-01-01,-0.036000000000001364
1890-02-01,2.722999999999999
1890-03-01,4.051000000000002
1890-04-01,3.8939999999999984
1890-05-01,2.16
1890-06-01,-1.8369999999999962
1890-07-01,-2.421000000000003
1890-08-01,-0.4170000000000016
1890-09-01,0.28200000000000003
1890-10-01,-1.9469999999999992
1890-11-01,-3.594000000000001
1890-12-01,-2.5009999999999977
1891-01-01,-0.9319999999999986
1891-02-01,1.4719999999999978
1891-03-01,3.9589999999999996
1891-05-01,1.8080000000000034
1891-06-01,0.7709999999999972
1891-07-01,-2.6340000000000003
1891-08-01,-1.296999999999997
1891-09-01,-0.08900000000000219
1891-10-01,-2.303000000000001
1891-11-01,-3.178000000000001
1891-12-01,-3.206999999999997
1892-01-01,0.37500000000000355
1892-02-01,2.372999999999994
1892-03-01,4.815000000000001
1892-04-01,4.568999999999999
1892-05-01,0.7940000000000005
1892-06-01,-1.6159999999999997
1892-07-01,-1.7880000000000003
1892-08-01,-1.1899999999999977
1892-09-01,-0.1960000000000015
1892-10-01,-1.689
1892-11-01,-4.309000000000001
1892-12-01,-2.841000000000001
1893-01-01,-0.8999999999999986
1893-02-01,0.9269999999999996
1893-03-01,4.861000000000001
1893-05-01,1.4479999999999968
1893-06-01,-1.1819999999999986
1893-07-01,-1.5030000000000001
1893-08-01,-0.014000000000002899
1893-09-01,-0.8029999999999973
1893-10-01,-1.6900000000000013
1893-11-01,-3.2609999999999992
1893-12-01,-3.346
1894-01-01,-0.018000000000000682
1894-02-01,2.9700000000000024
1894-03-01,3.6779999999999973
1894-04-01,3.9810000000000016
1894-05-01,2.6869999999999976
1894-06-01,-1.8309999999999995
1894-07-01,-2.1580000000000013
1894-08-01,-0.48799999999999955
1894-09-01,-0.04199999999999804
1894-10-01,-1.7040000000000006
1894-11-01,-4.265000000000001
1894-12-01,-2.6479999999999997
1895-01-01,-0.47199999999999775
1895-02-01,2.5509999999999984
1895-03-01,4.413
1895-04-01,3.346
1895-05-01,3.6519999999999975
1895-06-01,-1.8939999999999984
1895-07-01,-1.811
1895-08-01,-0.9140000000000015
1895-09-01,0.2430000000000021
1895-10-01,-2.480999999999991
1895-11-01,-2.3930000000000113
1895-12-01,-4.652999999999999
1896-01-01,0.2840000000000025
1896-02-01,2.868999999999996
1896-03-01,4.891000000000002
1896-04-01,4.161999999999999
1896-05-01,1.8850000000000016
1896-06-01,-1.9499999999999993
1896-07-01,-1.556999999999995
1896-08-01,-1.1800000000000068
1896-09-01,0.43200000000000216
1896-10-01,-1.5990000000000002
1896-11-01,-3.557000000000002
1896-12-01,-3.878999999999998
1897-01-01,0.027999999999998693
1897-02-01,2.463000000000001
1897-03-01,3.7509999999999977
1897-04-01,4.158000000000001
1897-05-01,2.878
1897-06-01,-0.9929999999999986
1897-07-01,-2.021000000000001
1897-08-01,-1.3260000000000005
1897-09-01,-0.24899999999999878
1897-10-01,-1.9790000000000028
1897-11-01,-3.696999999999999
1897-12-01,-3.721
1898-01-01,0.1880000000000024
1898-02-01,1.7909999999999968
1898-04-01,4.997
1898-05-01,1.1260000000000012
1898-06-01,-0.8360000000000021
1898-07-01,-2.526
1898-08-01,-0.5479999999999947
1898-09-01,-0.4080000000000048
1898-10-01,-1.421000000000003
1898-11-01,-3.6849999999999987
1898-12-01,-2.9869999999999983
1899-01-01,-2.287000000000001
1899-02-01,4.182999999999998
1899-04-01,2.2959999999999994
1899-05-01,2.974
1899-06-01,-1.4559999999999995
1899-07-01,-1.5710000000000015
1899-08-01,0.35400000000000276
1899-09-01,-0.40500000000000114
1899-10-01,-2.0549999999999997
1899-11-01,-3.907
1899-12-01,-2.971
1900-01-01,-0.5889999999999986
1900-02-01,2.664999999999999
1900-03-01,4.907999999999998
1900-04-01,2.714000000000002
1900-05-01,2.099999999999998
1900-06-01,0.15600000000000236
1900-07-01,-2.318999999999999
1900-08-01,-1.1160000000000032
1900-09-01,-0.8499999999999979
1900-10-01,-1.9690000000000012
1900-11-01,-2.5519999999999996
1900-12-01,-3.0139999999999993
1901-01-01,-1.936
1901-02-01,2.3339999999999996
1901-04-01,3.7709999999999972
1901-05-01,2.312999999999999
1901-06-01,0.15700000000000358
1901-07-01,-2.422000000000004
1901-08-01,-1.343
1901-09-01,0.11700000000000088
1901-10-01,-1.1499999999999986
